event_id,attack_type_id
202004260001,7
202004260002,6
202004260002,2
202004260006,3
202004260007,3
202004260010,2
202004260011,7
202004260014,2
202004260015,2
202004260016,1
202004260016,6
202004260017,1
202004260017,6
202004260018,3
202004260019,1
202004260020,2
202004260023,6
202004270002,3
202004270004,2
202004270005,2
202004270008,2
202004270011,2
202004270013,2
202004270014,2
202004270018,7
202004270020,7
202004270021,3
202004270023,3
202004270025,7
202004280002,3
202004280003,3
202004280004,2
202004280007,3
202004280008,3
202004280009,3
202004280010,3
202004280011,3
202004280012,2
202004280013,2
202004280015,7
202004280016,7
202004280020,1
202004290004,3
202004290006,2
202004290013,2
202004290014,2
202004290015,3
202004290023,3
202004290024,3
202004290025,3
202004290025,2
202004290026,3
202004290027,2
202004290028,7
202004290030,3
202004290031,1
202004290032,7
202004290040,2
202004290041,2
202004290041,7
202004290042,7
202004300001,1
202004300006,1
202004300007,3
202004300010,3
202004300013,3
202004300014,3
202004300015,2
202004300016,2
202004300016,7
202004300017,2
202004300018,2
202004300019,2
202004300020,2
202004300021,3
202004300022,2
202004300024,3
202005010006,7
202005010007,7
202005010008,2
202005010009,3
202005010010,7
202005010018,2
202005010018,7
202005010022,1
202005010023,3
202005010024,2
202005020001,2
202005020002,3
202005020004,1
202005020005,7
202005020006,3
202005020007,3
202005020008,2
202005020011,2
202005020013,2
202005020014,1
202005020017,2
202005020019,1
202005020020,2
202005020021,2
202005020022,3
202005020027,1
202005020030,3
202005020042,7
202005030001,2
202005030003,3
202005030005,2
202005030006,3
202005030009,2
202005030010,3
202005030013,2
202005030023,2
202005030023,7
202005030025,3
202005030026,3
202005030030,3
202005030031,7
202005030032,2
202005030036,3
202005030037,6
202005030038,2
202005040001,3
202005040002,7
202005040003,7
202005040004,7
202005040005,7
202005040007,3
202005040008,2
202005040011,3
202005040012,3
202005040013,3
202005040014,2
202005040017,3
202005040019,2
202005040020,3
202005040021,2
202005040022,2
202005040023,3
202005040024,7
202005040027,7
202005040029,7
202005040030,6
202005040032,8
202005040033,3
202005040035,3
202005040035,7
202005040036,3
202005040036,7
202005040037,3
202005040037,7
202005040041,3
202005040042,3
202005040043,3
202005040044,3
202005050001,3
202005050001,2
202005050002,7
202005050003,3
202005050007,3
202005050010,3
202005050010,2
202005050011,3
202005050013,3
202005050014,3
202005050016,2
202005050017,1
202005050022,3
202005050024,2
202005050024,7
202005050025,2
202005050028,3
202005050029,3
202005050030,3
202005050032,2
202005060001,2
202005060002,3
202005060003,3
202005060011,2
202005060013,2
202005060015,1
202005070001,1
202005070002,7
202005070003,7
202005070005,3
202005070006,3
202005070008,3
202005070009,3
202005070011,2
202005070013,1
202005070014,2
202005070016,3
202005070017,2
202005070018,3
202005070020,3
202005070024,3
202005070026,3
202005070027,6
202005080001,3
202005080003,3
202005080007,3
202005080007,8
202005080007,7
202005080008,3
202005080009,2
202005080010,7
202005080011,6
202005080013,2
202005080014,3
202005080015,2
202005080016,2
202005080018,3
202005080019,3
202005080020,6
202005090003,3
202005090004,7
202005090006,7
202005090008,2
202005090009,2
202005090011,2
202005090012,2
202005090012,7
202005090013,2
202005090013,7
202005090014,2
202005090014,7
202005090015,3
202005090017,2
202005100001,6
202005100001,2
202005100004,2
202005100008,3
202005100012,3
202005100013,3
202005100014,3
202005100015,3
202005100016,3
202005100017,2
202005100020,2
202005100021,2
202005100022,3
202005100027,3
202005100028,1
202005100029,7
202005100031,2
202005100032,1
202005100033,3
202005100034,7
202005100035,2
202005100035,7
202005100036,3
202005110001,2
202005110002,2
202005110003,6
202005110003,2
202005110003,7
202005110004,3
202005110005,3
202005110008,7
202005110009,3
202005110010,3
202005110011,3
202005110012,3
202005110013,3
202005110014,2
202005110016,6
202005110016,7
202005110018,7
202005110021,2
202005110022,7
202005110023,7
202005110028,3
202005110029,2
202005110029,7
202005110030,2
202005110031,2
202005110032,2
202005110034,2
202005110034,7
202005110035,3
202005110036,2
202005120001,2
202005120002,3
202005120003,2
202005120004,3
202005120005,3
202005120008,7
202005120009,2
202005120010,3
202005120011,7
202005120012,2
202005120013,3
202005120014,2
202005120015,2
202005120017,2
202005120018,3
202005120018,2
202005120020,6
202005120022,2
202005120023,2
202005120024,2
202005120027,2
202005120032,2
202005120032,7
202005120034,3
202005120034,2
202005120037,2
202005120037,7
202005120038,2
202005120038,7
202005130003,2
202005130004,2
202005130005,2
202005130006,2
202005130007,1
202005130008,3
202005130009,3
202005130011,1
202005130012,3
202005130013,2
202005130018,4
202005130018,7
202005130019,4
202005130019,7
202005130020,3
202005130021,1
202005130022,1
202005130024,2
202005130024,7
202005140001,3
202005140003,2
202005140004,2
202005140005,3
202005140006,3
202005140010,3
202005140011,2
202005140013,2
202005140018,1
202005140019,3
202005140020,2
202005140021,1
202005140022,1
202005140025,3
202005150003,6
202005150003,2
202005150005,7
202005150006,7
202005150012,3
202005150014,7
202005150015,1
202005150015,6
202005150016,3
202005150017,3
202005150018,2
202005150020,3
202005150021,7
202005150022,3
202005150023,2
202005150024,3
202005150026,3
202005150027,2
202005150028,7
202005150032,5
202005150033,6
202005160003,3
202005160004,2
202005160005,3
202005160007,7
202005160008,7
202005160009,7
202005160010,7
202005160011,2
202005160012,2
202005160016,7
202005160019,2
202005160020,2
202005160021,2
202005160022,2
202005160024,1
202005160026,2
202005160027,2
202005160028,2
202005160028,7
202005160029,6
202005160032,2
202005160033,2
202005170004,2
202005170005,2
202005170006,2
202005170008,1
202005170009,2
202005170010,7
202005170011,1
202005170016,2
202005170023,3
202005170024,2
202005170025,2
202005170026,2
202005170027,3
202005170028,7
202005170032,1
202005170040,2
202005170041,4
202005170042,7
202005180001,3
202005180001,2
202005180003,3
202005180008,3
202005180009,2
202005180010,3
202005180011,2
202005180011,7
202005180013,2
202005180018,7
202005180020,3
202005180021,7
202005180022,7
202005180023,7
202005180024,2
202005180025,7
202005180026,7
202005180027,7
202005180028,7
202005180029,7
202005180030,7
202005180031,7
202005180032,7
202005180036,3
202005180037,6
202005180037,7
202005180038,2
202005180039,2
202005180040,3
202005180040,2
202005180042,3
202005180043,7
202005190002,2
202005190003,3
202005190004,2
202005190005,3
202005190006,2
202005190007,2
202005190008,3
202005190009,3
202005190011,2
202005190012,2
202005190013,2
202005190014,2
202005190015,2
202005190016,2
202005190017,2
202005190017,7
202005190023,2
202005190024,3
202005190026,3
202005190027,3
202005190028,3
202005190030,3
202005190031,2
202005190032,2
202005200001,3
202005200005,3
202005200006,2
202005200006,7
202005200008,1
202005200009,2
202005200011,2
202005200013,2
202005200016,8
202005200016,7
202005200017,6
202005200018,7
202005200020,3
202005200021,2
202005200024,2
202005200027,2
202005200028,2
202005200029,2
202005200030,2
202005200031,2
202005200032,2
202005200033,2
202005200034,2
202005200035,2
202005200036,2
202005200037,2
202005200038,2
202005200039,2
202005200040,2
202005200041,2
202005200042,2
202005200043,7
202005200044,2
202005210001,3
202005210003,1
202005210005,2
202005210007,3
202005210008,2
202005210009,1
202005210011,2
202005210012,3
202005210012,2
202005210017,2
202005220002,1
202005220003,7
202005220004,2
202005220008,2
202005220009,3
202005220010,2
202005220011,2
202005220014,2
202005220015,7
202005220017,3
202005220022,2
202005230001,3
202005230003,7
202005230004,3
202005230005,2
202005230008,7
202005230009,3
202005230011,2
202005230015,2
202005230017,2
202005230018,2
202005230019,2
202005230020,3
202005230020,7
202005230030,3
202005240001,7
202005240002,7
202005240005,2
202005240005,7
202005240007,3
202005240008,1
202005240009,2
202005240010,2
202005240011,1
202005240012,2
202005240012,7
202005240013,7
202005240014,7
202005240015,3
202005240016,3
202005240017,2
202005250001,3
202005250004,7
202005250005,7
202005250006,7
202005250007,7
202005250008,3
202005250009,2
202005250013,3
202005250014,2
202005250014,7
202005250019,2
202005250020,2
202005250023,3
202005250024,2
202005250025,1
202005250026,1
202005260001,3
202005260002,7
202005260004,2
202005260004,7
202005260005,2
202005260005,7
202005260006,3
202005260010,2
202005260014,1
202005260015,1
202005260018,7
202005260019,3
202005260020,1
202005260021,2
202005260021,7
202005270001,1
202005270004,6
202005270005,3
202005270009,2
202005270012,3
202005270013,2
202005270013,7
202005270015,2
202005270019,6
202005270020,2
202005270021,3
202005270025,3
202005270026,1
202005280001,1
202005280004,3
202005280006,3
202005280008,6
202005280008,2
202005280008,7
202005280009,2
202005280010,2
202005280011,2
202005280012,2
202005280012,7
202005280013,1
202005280015,1
202005280016,7
202005280017,1
202005280018,1
202005280023,2
202005290004,3
202005290005,2
202005290006,3
202005290013,7
202005290014,2
202005290016,2
202005290017,1
202005290019,6
202005290020,2
202005290021,6
202005290021,2
202005290022,3
202005290023,3
202005290024,2
202005290024,7
202005290029,7
202005300001,3
202005300002,3
202005300003,3
202005300004,3
202005300005,2
202005300006,2
202005300007,2
202005300009,7
202005300010,2
202005300011,2
202005300012,3
202005300015,6
202005300017,7
202005300018,2
202005300021,3
202005310001,2
202005310002,2
202005310003,3
202005310004,3
202005310007,2
202005310008,2
202005310010,1
202005310011,3
202005310012,2
202005310012,7
202005310013,7
202005310014,6
202005310015,3
202005310016,2
202005310017,6
202005310017,2
202005310017,7
202005310022,7
202005310023,2
202005310023,7
202005310024,2
202005310024,7
202005310025,2
202005310025,7
202005310027,3
202005310029,7
202005310030,7
202005310031,7
202005310032,2
202005310034,2
202005310034,7
202005310035,3
202005310036,7
202005310038,2
202006010001,3
202006010003,2
202006010004,7
202006010005,3
202006010006,1
202006010007,7
202006010010,2
202006010011,2
202006010012,2
202006010013,2
202006010014,2
202006010015,7
202006010018,3
202006010019,7
202006010023,2
202006010024,2
202006010037,2
202006010038,7
202006010039,7
202006010040,7
202006010043,7
202006020001,2
202006020002,1
202006020003,3
202006020005,3
202006020006,1
202006020010,3
202006020011,7
202006020012,7
202006020013,7
202006020014,7
202006020016,7
202006020018,7
202006020019,7
202006020020,7
202006020021,2
202006020022,6
202006020025,7
202006020028,1
202006030001,3
202006030003,1
202006030004,2
202006030005,1
202006030006,3
202006030007,2
202006030010,6
202006030010,7
202006030012,2
202006030013,2
202006030015,2
202006030015,7
202006030023,3
202006030026,2
202006040001,3
202006040002,3
202006040003,3
202006040005,1
202006040006,2
202006040012,3
202006040026,7
202006040027,8
202006040028,2
202006050001,3
202006050001,2
202006050003,3
202006050005,2
202006050006,3
202006050007,3
202006050008,2
202006050011,1
202006050012,6
202006050012,2
202006050018,2
202006050019,3
202006050023,3
202006050024,1
202006050027,2
202006050027,7
202006050028,1
202006050029,7
202006050030,3
202006050031,3
202006060001,1
202006060005,2
202006060006,2
202006060007,2
202006060008,1
202006060009,2
202006060010,2
202006060010,7
202006060011,2
202006060012,3
202006060014,2
202006060015,2
202006060016,2
202006060017,2
202006060019,3
202006060020,2
202006060021,2
202006060023,7
202006060025,2
202006070007,2
202006070007,7
202006070008,3
202006070009,3
202006070010,3
202006070012,7
202006070013,2
202006080001,7
202006080002,7
202006080003,1
202006080004,3
202006080005,3
202006080006,6
202006080009,3
202006080010,3
202006080011,3
202006080011,2
202006080012,7
202006080013,1
202006080014,3
202006080015,7
202006080016,2
202006080017,1
202006080019,3
202006080020,3
202006080022,1
202006080023,2
202006080025,1
202006090001,7
202006090002,1
202006090004,3
202006090005,1
202006090006,6
202006090006,2
202006090007,8
202006090008,6
202006090008,2
202006090008,7
202006090009,6
202006090012,3
202006090013,3
202006090014,3
202006090015,3
202006090016,3
202006090019,2
202006090021,2
202006090025,2
202006090025,7
202006100001,3
202006100002,3
202006100003,3
202006100005,3
202006100006,3
202006100007,3
202006100009,8
202006100011,2
202006100012,3
202006100013,1
202006100014,2
202006100015,7
202006100016,8
202006100016,7
202006100017,3
202006100019,3
202006100021,3
202006100022,1
202006100023,3
202006100024,7
202006100028,5
202006110002,3
202006110003,3
202006110006,2
202006110007,2
202006110008,6
202006110010,7
202006110011,7
202006110015,7
202006110021,1
202006110028,1
202006110030,1
202006120001,3
202006120003,1
202006120006,3
202006120007,1
202006120008,3
202006120009,1
202006120010,2
202006120012,3
202006120012,2
202006120013,3
202006120013,2
202006120014,2
202006120015,3
202006120017,3
202006120023,2
202006120027,2
202006130001,2
202006130002,1
202006130004,3
202006130005,2
202006130006,2
202006130006,7
202006130007,2
202006130007,7
202006130008,2
202006130008,7
202006130009,2
202006130009,7
202006130010,2
202006130010,7
202006130011,3
202006130012,2
202006130014,1
202006130022,2
202006130023,7
202006130024,7
202006130025,3
202006130029,2
202006130046,7
202006140001,3
202006140002,6
202006140006,3
202006140009,2
202006140011,2
202006140012,3
202006140013,3
202006140017,7
202006140020,6
202006140020,2
202006140021,7
202006140026,2
202006140026,7
202006150001,2
202006150002,3
202006150008,3
202006150010,3
202006150011,3
202006150012,3
202006150013,3
202006150014,2
202006150017,3
202006150018,1
202006150019,3
202006150021,2
202006150024,7
202006150031,7
202006150033,3
202006150034,7
202006150035,7
202006150036,7
202006150037,7
202006150038,7
202006150039,7
202006150041,3
202006150043,7
202006150044,7
202006150045,7
202006150046,3
202006150048,2
202006150049,2
202006150050,6
202006160002,6
202006160007,3
202006160009,1
202006160016,2
202006160018,3
202006160019,3
202006160020,2
202006160022,2
202006170001,3
202006170002,2
202006170002,7
202006170005,2
202006170008,3
202006170009,3
202006170013,6
202006170013,7
202006170015,6
202006170015,2
202006170019,3
202006170027,2
202006170028,3
202006170029,3
202006180001,3
202006180003,3
202006180008,3
202006180009,6
202006180010,3
202006180011,1
202006180012,1
202006180013,2
202006180013,7
202006180014,6
202006180014,7
202006180018,2
202006180020,7
202006180021,7
202006180025,2
202006180026,1
202006180029,6
202006180029,2
202006180030,7
202006190001,2
202006190002,3
202006190005,3
202006190006,3
202006190013,3
202006190014,3
202006190017,2
202006190018,4
202006190018,7
202006190019,7
202006190020,7
202006200001,3
202006200003,3
202006200003,2
202006200005,6
202006200005,2
202006200005,7
202006200006,6
202006200006,2
202006200006,7
202006200007,6
202006200007,2
202006200007,7
202006200008,2
202006200009,3
202006200010,3
202006200014,2
202006200015,2
202006200016,1
202006200017,3
202006200018,1
202006200019,7
202006200021,6
202006200021,2
202006200021,7
202006200022,6
202006200023,2
202006200024,3
202006200025,3
202006200027,2
202006200028,2
202006200029,3
202006200030,7
202006200031,1
202006200036,3
202006200039,2
202006200042,3
202006210001,7
202006210004,1
202006210006,7
202006210008,2
202006210009,2
202006210010,1
202006210014,3
202006210015,1
202006210017,2
202006210018,3
202006210019,3
202006210026,2
202006210027,3
202006210029,2
202006210032,1
202006220003,2
202006220005,2
202006220006,3
202006220009,1
202006220010,3
202006220011,2
202006220012,7
202006220013,3
202006220015,2
202006220016,2
202006220017,3
202006220017,2
202006220022,6
202006230001,6
202006230001,3
202006230003,1
202006230005,3
202006230009,3
202006230011,6
202006230013,3
202006230014,2
202006230015,2
202006230023,2
202006230024,2
202006230027,3
202006230028,3
202006230028,2
202006230029,6
202006230031,3
202006240001,1
202006240002,3
202006240011,4
202006240015,2
202006240016,3
202006240017,2
202006240018,1
202006240021,2
202006240022,7
202006240024,7
202006240025,7
202006240030,2
202006240032,3
202006240033,4
202006240034,6
202006250003,2
202006250006,7
202006250007,2
202006250008,1
202006250009,2
202006250010,8
202006250011,3
202006250012,3
202006250013,3
202006250014,3
202006250018,2
202006250021,3
202006250022,3
202006260001,3
202006260002,2
202006260004,2
202006260007,2
202006260008,3
202006260011,2
202006260012,2
202006260013,2
202006260013,7
202006260014,7
202006260015,7
202006260018,3
202006260019,2
202006260022,2
202006260025,2
202006260025,7
202006270001,3
202006270002,3
202006270005,2
202006270006,2
202006270007,3
202006270010,2
202006270012,2
202006270012,7
202006270013,2
202006270019,3
202006270020,2
202006270021,2
202006270022,2
202006270023,1
202006280002,3
202006280005,3
202006280006,3
202006280008,2
202006280009,2
202006280010,2
202006280012,7
202006280013,2
202006280014,6
202006280014,2
202006280015,7
202006280016,2
202006280017,7
202006280018,2
202006280018,7
202006280019,2
202006280019,7
202006280020,2
202006280020,7
202006280021,2
202006280021,7
202006280022,2
202006280022,7
202006280023,2
202006280023,7
202006280024,6
202006290002,1
202006290003,3
202006290005,2
202006290008,1
202006290009,2
202006290010,3
202006290012,3
202006290013,1
202006290014,1
202006290018,3
202006290021,3
202006290023,1
202006290024,2
202006300001,2
202006300002,3
202006300009,2
202006300012,3
202006300013,3
202006300015,3
202006300021,3
202006300023,2
202006300023,7
202006300025,2
202006300025,7
202007010002,3
202007010003,3
202007010004,2
202007010005,3
202007010007,2
202007010015,3
202007010023,2
202007010024,2
202007010025,2
202007010026,2
202007010033,2
202007010035,2
202007010040,2
202007010041,1
202007010049,3
202007020002,1
202007020006,2
202007020010,3
202007020011,2
202007020011,7
202007020012,3
202007020013,3
202007020014,6
202007020016,3
202007020017,3
202007020019,3
202007030002,3
202007030003,3
202007030007,3
202007030008,3
202007030012,2
202007030013,1
202007030017,2
202007030017,7
202007030018,3
202007030018,2
202007030028,3
202007030029,7
202007030032,5
202007030032,2
202007030032,7
202007040001,3
202007040002,2
202007040003,2
202007040004,2
202007040005,3
202007040006,3
202007040007,2
202007040012,2
202007040013,3
202007040017,3
202007040018,6
202007040018,2
202007040021,3
202007040022,2
202007040024,3
202007040027,5
202007050001,3
202007050001,2
202007050003,2
202007050005,6
202007050005,2
202007050006,1
202007050007,3
202007050010,1
202007050013,3
202007050014,3
202007050015,3
202007050016,3
202007050017,3
202007050019,7
202007050022,1
202007050023,7
202007050024,2
202007050026,7
202007060003,2
202007060004,1
202007060006,3
202007060008,1
202007060009,2
202007060010,3
202007060012,1
202007060014,2
202007060015,3
202007060016,3
202007060017,2
202007060018,6
202007060019,6
202007060022,3
202007060026,6
202007060031,2
202007070001,1
202007070002,3
202007070003,2
202007070004,2
202007070012,3
202007070013,3
202007070017,3
202007070018,2
202007070019,2
202007070019,7
202007070020,7
202007070022,3
202007070023,3
202007080001,2
202007080002,2
202007080003,2
202007080004,3
202007080005,3
202007080006,3
202007080008,1
202007080013,3
202007080014,1
202007080015,3
202007080016,1
202007080017,3
202007080018,2
202007080019,3
202007080021,2
202007080022,1
202007080024,7
202007080027,7
202007080029,3
202007080030,1
202007090002,3
202007090005,3
202007090006,2
202007090008,3
202007090010,2
202007090011,3
202007090012,3
202007090013,2
202007090017,2
202007090018,7
202007090022,6
202007090024,2
202007090025,1
202007090026,3
202007090027,1
202007090028,1
202007090029,2
202007090032,2
202007090033,3
202007100001,2
202007100002,2
202007100006,2
202007100007,7
202007100009,1
202007100011,2
202007100011,7
202007100012,3
202007100013,3
202007100014,3
202007100015,2
202007100019,6
202007100020,2
202007100021,7
202007100023,1
202007110002,2
202007110003,2
202007110005,3
202007110008,7
202007110013,3
202007110014,3
202007110016,2
202007110016,7
202007110017,2
202007110018,3
202007110022,2
202007110025,7
202007110027,2
202007110029,3
202007110031,1
202007110032,2
202007120002,3
202007120003,3
202007120004,3
202007120005,1
202007120006,2
202007120008,7
202007120009,2
202007120010,2
202007120011,6
202007120012,2
202007120012,7
202007120015,2
202007120016,2
202007120017,5
202007120017,3
202007120019,3
202007120020,2
202007120021,2
202007120023,2
202007130001,2
202007130002,2
202007130004,3
202007130004,2
202007130008,2
202007130010,1
202007130014,2
202007130015,2
202007130017,2
202007130018,3
202007130019,2
202007130020,1
202007130021,6
202007130022,2
202007130022,7
202007130025,2
202007130026,2
202007130027,2
202007130028,2
202007130029,2
202007130030,6
202007130030,2
202007130030,7
202007130035,2
202007130036,3
202007130037,3
202007130038,1
202007130040,2
202007130041,2
202007130042,2
202007140003,2
202007140005,3
202007140006,3
202007140007,3
202007140014,6
202007140015,3
202007140016,7
202007140017,7
202007140018,3
202007140019,6
202007140019,2
202007140025,2
202007140027,7
202007140029,2
202007140030,2
202007150001,2
202007150003,3
202007150006,2
202007150007,3
202007150011,3
202007150019,3
202007160002,2
202007160007,3
202007160009,6
202007160009,2
202007160009,7
202007160013,2
202007160022,1
202007160023,2
202007160024,2
202007160025,2
202007160027,2
202007160028,2
202007160030,2
202007170001,1
202007170001,2
202007170016,7
202007170018,3
202007170019,2
202007170020,3
202007170021,3
202007170022,3
202007170023,1
202007170031,7
202007170034,2
202007170035,3
202007180001,3
202007180002,1
202007180003,3
202007180007,2
202007180008,2
202007180010,3
202007180012,1
202007180013,2
202007180018,3
202007180022,2
202007180023,1
202007180026,7
202007180028,3
202007180028,2
202007180029,2
202007180030,2
202007180030,7
202007180031,2
202007180032,6
202007180033,2
202007180034,3
202007180035,2
202007180036,1
202007190004,1
202007190005,3
202007190006,3
202007190007,2
202007190009,2
202007190013,2
202007190014,3
202007190015,3
202007190016,7
202007190017,1
202007190020,6
202007190021,7
202007190026,3
202007200001,3
202007200002,2
202007200008,2
202007200010,6
202007200011,3
202007200012,2
202007200014,2
202007200015,2
202007200015,7
202007200016,2
202007200016,7
202007200017,3
202007200018,2
202007200019,3
202007200020,7
202007200021,7
202007200023,3
202007200027,2
202007210001,2
202007210002,3
202007210003,6
202007210003,7
202007210004,3
202007210005,3
202007210005,2
202007210007,3
202007210009,3
202007210009,2
202007210011,3
202007210014,4
202007210015,3
202007210016,6
202007210017,6
202007210017,7
202007210018,6
202007210019,2
202007210020,2
202007210021,1
202007210022,2
202007210023,7
202007210025,2
202007210025,7
202007210026,3
202007210027,3
202007210028,3
202007210029,3
202007210033,2
202007210034,3
202007210035,3
202007220001,3
202007220002,1
202007220003,3
202007220004,2
202007220005,3
202007220006,3
202007220016,2
202007220017,2
202007220018,3
202007220019,1
202007220020,2
202007220021,7
202007220022,3
202007220024,7
202007220026,7
202007220027,6
202007220027,7
202007220028,7
202007220029,3
202007220030,7
202007220032,2
202007230006,3
202007230011,3
202007230012,3
202007230013,3
202007230015,2
202007230016,3
202007230017,1
202007230019,2
202007230022,2
202007230024,8
202007230025,7
202007230027,2
202007230028,7
202007230033,3
202007230034,1
202007230035,3
202007240001,3
202007240002,3
202007240003,3
202007240004,2
202007240005,3
202007240006,3
202007240009,7
202007240010,2
202007240012,3
202007240013,3
202007240014,7
202007240015,2
202007240015,7
202007240016,2
202007240016,7
202007240017,2
202007240017,7
202007240018,6
202007240018,2
202007240019,3
202007240021,6
202007250002,2
202007250003,1
202007250007,2
202007250008,3
202007250010,2
202007250011,2
202007250012,1
202007250014,2
202007250014,7
202007250015,1
202007250016,3
202007250017,3
202007250018,2
202007250018,7
202007250019,3
202007250019,2
202007250020,3
202007250020,2
202007250021,3
202007250022,3
202007250023,1
202007250024,2
202007250030,2
202007260003,3
202007260004,3
202007260007,2
202007260009,3
202007260013,7
202007260014,3
202007260015,1
202007260016,3
202007260018,3
202007260020,2
202007270001,2
202007270002,2
202007270005,3
202007270009,3
202007270010,3
202007270011,3
202007270011,2
202007270012,3
202007270014,2
202007270015,7
202007270016,7
202007270020,2
202007270021,2
202007270022,6
202007270022,2
202007270022,7
202007270023,2
202007270030,3
202007270031,7
202007280001,3
202007280004,3
202007280005,2
202007280007,6
202007280007,7
202007280013,2
202007280014,3
202007280015,1
202007280016,2
202007280019,2
202007280020,2
202007280021,6
202007280021,7
202007280024,7
202007280025,3
202007280026,2
202007280028,6
202007290001,3
202007290002,3
202007290003,3
202007290006,3
202007290006,2
202007290007,2
202007290011,1
202007290013,3
202007290013,2
202007290015,3
202007290016,3
202007290017,6
202007290017,2
202007290017,7
202007290020,6
202007290021,1
202007290022,7
202007290023,7
202007300001,6
202007300001,2
202007300002,3
202007300003,2
202007300004,2
202007300005,2
202007300007,3
202007300008,3
202007300009,3
202007300010,3
202007300011,7
202007300012,1
202007300014,2
202007300015,3
202007300015,2
202007300017,2
202007300018,2
202007300019,3
202007310001,3
202007310002,3
202007310003,6
202007310005,6
202007310005,2
202007310005,7
202007310006,2
202007310007,2
202007310009,7
202007310013,3
202007310014,3
202007310015,2
202007310016,7
202008010001,3
202008010003,3
202008010004,2
202008010007,6
202008010007,2
202008010008,3
202008010012,7
202008010013,7
202008020001,3
202008020001,2
202008020002,6
202008020002,7
202008020003,1
202008020005,2
202008020007,3
202008020007,2
202008020010,3
202008020011,3
202008020012,3
202008020013,7
202008020015,6
202008020016,1
202008020019,2
202008020019,7
202008020020,2
202008020023,2
202008020024,2
202008030001,2
202008030002,3
202008030003,2
202008030004,3
202008030005,1
202008030006,3
202008030007,3
202008030008,7
202008030010,2
202008030011,6
202008030012,3
202008030013,3
202008030017,2
202008040001,3
202008040002,1
202008040004,2
202008040005,2
202008040009,3
202008040013,2
202008040014,3
202008040015,1
202008040017,2
202008040018,2
202008040019,6
202008040021,2
202008040022,2
202008040023,7
202008050001,2
202008050001,7
202008050002,2
202008050002,7
202008050003,3
202008050004,1
202008050005,2
202008050006,3
202008050007,3
202008050008,2
202008050009,2
202008050011,2
202008050011,7
202008050012,3
202008050014,7
202008060001,2
202008060002,3
202008060004,2
202008060004,7
202008060005,2
202008060005,7
202008060006,2
202008060006,7
202008060007,4
202008060007,7
202008060009,1
202008060010,2
202008060011,2
202008060012,1
202008060013,1
202008060016,5
202008060018,2
202008060019,2
202008060020,7
202008070001,3
202008070002,3
202008070003,6
202008070007,1
202008070008,2
202008070009,2
202008070014,7
202008070015,1
202008080001,3
202008080001,2
202008080002,3
202008080003,2
202008080005,2
202008080006,3
202008080007,2
202008080010,2
202008080011,2
202008080013,3
202008080014,3
202008080015,3
202008080017,3
202008080023,7
202008080024,7
202008090002,3
202008090004,3
202008090006,2
202008090007,2
202008090008,2
202008090009,7
202008090011,7
202008090012,3
202008090013,2
202008090014,2
202008090015,2
202008090016,2
202008090017,2
202008090031,1
202008090033,7
202008090035,3
202008090036,3
202008090041,2
202008100001,3
202008100004,2
202008100004,7
202008100005,3
202008100006,3
202008100007,3
202008100008,3
202008100009,3
202008100010,3
202008100013,2
202008100015,3
202008100017,1
202008100019,2
202008110002,2
202008110003,7
202008110004,3
202008110005,6
202008110006,2
202008110007,3
202008110008,3
202008110009,6
202008110019,1
202008110024,3
202008110025,3
202008110026,3
202008110027,3
202008110028,6
202008110031,2
202008110033,2
202008110033,7
202008110037,3
202008120001,1
202008120002,2
202008120006,2
202008120008,2
202008120008,7
202008120011,5
202008120011,2
202008120011,7
202008120021,2
202008120022,7
202008120023,3
202008120024,2
202008120025,2
202008120026,1
202008120027,3
202008120032,1
202008130001,2
202008130002,3
202008130005,7
202008130008,3
202008130010,3
202008130011,3
202008130012,3
202008130013,3
202008130014,3
202008130015,3
202008130016,3
202008130017,3
202008130019,2
202008130020,3
202008130021,3
202008130022,3
202008130023,3
202008130024,3
202008130025,3
202008130027,3
202008130028,3
202008130029,6
202008130029,7
202008130030,1
202008130030,6
202008130031,2
202008130032,3
202008130033,2
202008130036,3
202008130038,3
202008130039,3
202008130040,2
202008130041,2
202008130044,7
202008130046,7
202008140001,2
202008140008,3
202008140010,7
202008140011,2
202008140012,3
202008140013,1
202008140014,3
202008140015,3
202008140019,2
202008140020,3
202008140021,3
202008140022,7
202008140023,1
202008140024,3
202008140027,7
202008140028,3
202008140030,6
202008140031,7
202008140032,2
202008140033,3
202008150001,2
202008150003,2
202008150004,2
202008150005,6
202008150006,3
202008150010,3
202008150013,2
202008150014,6
202008150018,3
202008150019,2
202008150021,3
202008150022,3
202008150024,3
202008150026,7
202008150027,1
202008150028,2
202008150029,6
202008150029,3
202008160002,2
202008160004,2
202008160005,5
202008160005,3
202008160005,2
202008160006,7
202008160009,1
202008160010,3
202008160011,3
202008160011,2
202008160012,3
202008160013,7
202008160014,7
202008160015,7
202008160017,2
202008160017,7
202008160019,3
202008160024,2
202008160026,7
202008170001,3
202008170002,3
202008170004,3
202008170005,2
202008170006,2
202008170007,3
202008170007,2
202008170008,2
202008170009,2
202008170010,3
202008170011,2
202008170013,7
202008170014,7
202008170017,7
202008170018,1
202008170019,1
202008170022,2
202008170023,3
202008170027,1
202008170028,2
202008170031,2
202008170034,2
202008170036,2
202008170037,1
202008170038,7
202008180002,3
202008180003,3
202008180004,3
